Date publication;Type de publication;Titre;Libellé recommandation;Destinataire 1;Destinataire 2;Destinataire 3
22/02/2016;RPT;La comptabilité générale de l'Etat, dix ans après : une nouvelle étape à engager;Achever les travaux préparatoires à la combinaison de la comptabilité en droits constatés de l'Etat avec celle de ses principaux opérateurs, de sorte que celle-ci puisse intervenir à l'horizon de 2020.;Ministère chargé de l'Économie et des Finances; ; 
22/02/2016;RPT;La comptabilité générale de l'Etat, dix ans après : une nouvelle étape à engager;Définir, dès 2016, une stratégie de développement à trois ans de l'utilisation de la comptabilité générale de l'État, assortie d'objectifs mesurables et donnant lieu à une présentation annuelle aux assemblées parlementaires.;Ministère chargé de l'Économie et des Finances; ; 
13/01/2016;RPT;La départementalisation de Mayotte : une réforme mal préparée, des actions prioritaires à conduire;"à l'Etat : à l'occasion de la mise en ?uvre du plan ""Mayotte 2025"", définir un pilotage approprié de la départementalisation, dans toutes ses dimensions (notamment juridiques et financières), tant au niveau central que local, afin de mettre en ?uvre de façon séquencée les priorités définies.";Ministère chargé de l'Outre-mer;Ministère chargé de l'Outre-mer; 
13/01/2016;RPT;La départementalisation de Mayotte : une réforme mal préparée, des actions prioritaires à conduire;à l'Etat et au département : régler, à la faveur de la mise en place d'un établissement public foncier, les problèmes fonciers posés par la départementalisation, notamment la question de la partition des domaines entre l'Etat et le Département.;Ministère chargé de l'Outre-mer;Ministère chargé de l'Outre-mer; 
13/01/2016;RPT;La départementalisation de Mayotte : une réforme mal préparée, des actions prioritaires à conduire;à l'Etat : consolider les bases de la fiscalité directe locale, en sollicitant le concours des communes, afin de définir une dénomination systématique des voies et un numérotage des habitations qu'elles desservent.;Ministère chargé de l'Outre-mer;Ministère chargé de l'Outre-mer; 
13/01/2016;RPT;La départementalisation de Mayotte : une réforme mal préparée, des actions prioritaires à conduire;à l'Etat : assurer une programmation pluriannuelle de l'effort budgétaire et financier de l'Etat en faveur de Mayotte, associée à des objectifs concrets et mesurables.;Ministère chargé de l'Outre-mer;Ministère chargé de l'Outre-mer; 
13/01/2016;RPT;La départementalisation de Mayotte : une réforme mal préparée, des actions prioritaires à conduire;à l'Etat : définir un cadre de financement pérenne des collectivités mahoraises, en réglant notamment la question de la répartition de l'octroi de mer, cadre qui sera ajusté à chaque transfert réel de compétences.;Ministère chargé de l'Outre-mer;Ministère chargé de l'Outre-mer; 
13/01/2016;RPT;La départementalisation de Mayotte : une réforme mal préparée, des actions prioritaires à conduire;"à l'Etat, au département et aux communes : définir et mettre en ?uvre des actions prioritaires en matière d'équipements de base (eau, assianissement, répsorption de l'habitat insalubre), dans le cadre du plan ""Mayote 2025"", selon un calendrier réaliste et suivi, et en saisissant les opportunités ouvertes par l'accès aux fonds européens structurels et d'investissement.";Ministère chargé de l'Outre-mer;Ministère chargé de l'Outre-mer; 
13/01/2016;RPT;La départementalisation de Mayotte : une réforme mal préparée, des actions prioritaires à conduire;à l'Etat et aux communes : accompagner la mission des communes de constructions scolaires du premier degré en confiant à l'Etat, à travers la mise en place d'une agence technique, la maîtrise d'ouvrage délégué.;Ministère chargé de l'Outre-mer;Ministère chargé de l'Outre-mer; 
12/07/2016;RPT;Le maintien à domicile des personnes âgées en perte d'autonomie;procéder à une analyse précise et harmonisée des besoins des personnes âgées dépendantes;Ministère chargé de la Santé et des affaires sociales; ; 
12/07/2016;RPT;Le maintien à domicile des personnes âgées en perte d'autonomie;Fédérer les organismes dispensant l'information et leur donner une bonne visibilité;Ministère chargé de la Santé et des affaires sociales; ; 
12/07/2016;RPT;Le maintien à domicile des personnes âgées en perte d'autonomie;identifier les structures d'appui aux médecins traitants et aux professionnels de premier recours pour accompagner les personnes les plus dépendantes;Ministère chargé de la Santé et des affaires sociales; ; 
12/07/2016;RPT;Le maintien à domicile des personnes âgées en perte d'autonomie;développer et généraliser les outils techniques nécessaires à la coordination;Ministère chargé de la Santé et des affaires sociales; ; 
12/07/2016;RPT;Le maintien à domicile des personnes âgées en perte d'autonomie;"mener à son terme la réforme de la tarification des services d'aide et de soins à domicile ;";Ministère chargé de la Santé et des affaires sociales; ; 
12/07/2016;RPT;Le maintien à domicile des personnes âgées en perte d'autonomie;"simplifier et rationaliser les qualifications et les diplômes des intervenants à domicile ;";Ministère chargé de la Santé et des affaires sociales; ; 
12/07/2016;RPT;Le maintien à domicile des personnes âgées en perte d'autonomie;favoriser le regroupement des services de soins et d'accompagnement à domicile;Ministère chargé de la Santé et des affaires sociales; ; 
12/07/2016;RPT;Le maintien à domicile des personnes âgées en perte d'autonomie;élargir à la programmation de l'offre la compétence de la conférence départementale des financeurs de la prévention de la perte d'autonomie des personnes âgées;Ministère chargé de la Santé et des affaires sociales; ; 
12/07/2016;RPT;Le maintien à domicile des personnes âgées en perte d'autonomie;"améliorer le chiffrage du coût de la dépendance et du maintien à domicile ;";Ministère chargé de la Santé et des affaires sociales; ; 
12/07/2016;RPT;Le maintien à domicile des personnes âgées en perte d'autonomie;"développer la connaissance des restes à charge par des études, en mesurant précisément les coûts respectifs du maintien à domicile et de l'hébergement en établissement ; ";Ministère chargé de la Santé et des affaires sociales; ; 
12/07/2016;RPT;Le maintien à domicile des personnes âgées en perte d'autonomie;suivre et soutenir  dans les plans d'aide, les expérimentations locales faisant appel à des offres de service de téléassistance et de domotique ;Ministère chargé de la Santé et des affaires sociales; ; 
12/07/2016;RPT;Le maintien à domicile des personnes âgées en perte d'autonomie;faire face aux besoins de financement futurs en modulant plus fortement l'APA en fonction des ressources des bénéficiaires;Ministère chargé de la Santé et des affaires sociales; ; 
06/10/2016;RPT;Les pensions de retraite des fonctionnaires;"À l'horizon de trois ans, créer une caisse de retraite de fonctionnaires
de l'État.";Ministère chargé de la Santé et des affaires sociales; ; 
06/10/2016;RPT;Les pensions de retraite des fonctionnaires;"Sans attendre, réduire le nombre de centres de gestion régionaux, et
étudier leur concentration en un seul pôle.";Ministère chargé de l'Économie et des Finances; ; 
06/10/2016;RPT;Les pensions de retraite des fonctionnaires;"Réaffirmer l'objectif du transfert au SRE de la totalité des missions
d'instruction des dossiers de demande de retraite et d'information
pour toutes les administrations et réduire significativement son
calendrier.";Ministère chargé de l'Économie et des Finances; ; 
06/10/2016;RPT;Les pensions de retraite des fonctionnaires;"Créer une direction autonome, à effectif réduit, sous l'autorité du
conseil d'administration de la CNRACL.";Ministère chargé de la Santé et des affaires sociales; ;Ministère chargé de la Santé et des affaires sociales
06/10/2016;RPT;Les pensions de retraite des fonctionnaires;"Dans la perspective de la prochaine convention d'objectifs et de
gestion de la CNRACL, programmer des économies de gestion plus
ambitieuses (15 % d'économies de fonctionnement en 4 ans.";Ministère chargé de la Santé et des affaires sociales; ;Ministère chargé de la Santé et des affaires sociales
06/10/2016;RPT;Les pensions de retraite des fonctionnaires;"Mieux identifier les dépenses liées aux avantages non contributifs au
sein des régimes de retraite des fonctionnaires et leur affecter des
financements spécifiques.";Ministère chargé de la Santé et des affaires sociales;Services des pensions de l'État;Ministère chargé de la Santé et des affaires sociales
06/10/2016;RPT;Les pensions de retraite des fonctionnaires;"Examiner les possibilités de mise en place d'une contribution majorée
dont seraient redevables les employeurs de fonctionnaires relevant
des catégories actives.";Ministère chargé de la Santé et des affaires sociales; ; 
06/10/2016;RPT;Les pensions de retraite des fonctionnaires;"Tirer pleinement parti des nouveaux outils de prévisions pour évaluer
et analyser l'incidence des différents leviers d'ajustements
paramétriques des règles des régimes de retraite des fonctionnaires.";Ministère chargé de la Santé et des affaires sociales; ; 
13/06/2016;RPT;Les politiques de lutte contre les consommations nocives d'alcool;"Élaborer un programme national de réduction des consommations
nocives d'alcool assorti des indicateurs adéquats, et définissant les
modalités d'un pilotage efficace au niveau national et local. Procéder
à son évaluation périodique, selon une méthode internationalement
reconnue et la rendre publique."; ;Ministère chargé de la Santé et des affaires sociales; 
13/06/2016;RPT;Les politiques de lutte contre les consommations nocives d'alcool;"Mettre en place une politique pluriannuelle de recherche sur l'alcool
(fondamentale, translationnelle, clinique, en santé publique et en
sciences sociales) en privilégiant les travaux interdisciplinaires et les
collaborations internationales."; ;Ministère chargé de la Santé et des affaires sociales; 
13/06/2016;RPT;Les politiques de lutte contre les consommations nocives d'alcool;"Adapter les messages en direction des consommateurs à risque au vu
des résultats des travaux sur les repères de consommation et des
recherches en cours sur les fractions attribuables à l'alcool de la
morbi-mortalité.";Ministère chargé de la Santé et des affaires sociales; ; 
13/06/2016;RPT;Les politiques de lutte contre les consommations nocives d'alcool;"Développer les actions de prévention et de communication vers les
publics les plus fragiles (jeunes, femmes enceintes en vue de prévenir
le syndrome d'alcoolisation foetale, personnes en difficulté) ; dans ce
cadre, accorder une attention particulière à la prévention des
violences faites aux femmes.";Ministère chargé de la Santé et des affaires sociales;Ministère chargé de la Santé et des affaires sociales; 
13/06/2016;RPT;Les politiques de lutte contre les consommations nocives d'alcool;"Supprimer, en recourant à la loi, pour le vin, la bière, le cidre et le
poiré l'autorisation d'introduction et de consommation sur le lieu de
travail actuellement prévue par le code du travail et renvoyer aux
règlements intérieurs des entreprises les conditions de mise en oeuvre
et les dérogations applicables.";Ministère chargé du travail et de l'emploi; ; 
13/06/2016;RPT;Les politiques de lutte contre les consommations nocives d'alcool;"Développer la détection et le suivi des consommateurs à risque selon
la procédure codifiée du repérage précoce et de l'intervention brève
(RPIB) dans la démarche médicale. À cet effet, renforcer la
formation initiale et continue à l'addictologie, associer davantage les
personnels infirmiers dans la mise en oeuvre du RPIB et systématiser
le repérage de la présence d'alcool lors des admissions aux urgences
ou en établissement de santé.";Ministère chargé de la Santé et des affaires sociales; ;Ministère chargé de la Santé et des affaires sociales
13/06/2016;RPT;Les politiques de lutte contre les consommations nocives d'alcool;"Relever les droits d'accise sur l'ensemble des boissons alcoolisées
afin de contribuer à réduire les consommations à risque";Ministère chargé de la Santé et des affaires sociales; ; 
13/06/2016;RPT;Les politiques de lutte contre les consommations nocives d'alcool;"Préparer la mise en place d'un prix minimum de l'unité d'alcool pur
contenu dans chaque boisson, compatible avec le droit européen, pour réduire la consommation des personnes dépendantes."; ;Ministère chargé de la Santé et des affaires sociales; 
13/06/2016;RPT;Les politiques de lutte contre les consommations nocives d'alcool;Appliquer à tous les supports numériques (internet et réseaux sociaux)les restrictions de publicité en faveur des boissons alcooliques,conformément à l'arrêt de la Cour de cassation du 3 juillet 2013.;Ministère chargé de l'Économie et des Finances; ; 
13/06/2016;RPT;Les politiques de lutte contre les consommations nocives d'alcool;"Étendre les règles de formation applicables aux établissements de
vente sur place à toutes autres formes de vente de boissons
alcoolisées et instituer un recueil national numérisé des demandes de
licences permanentes et temporaires, consultable par les forces de
sécurité.";Ministère chargé de la Santé et des affaires sociales; ; 
13/06/2016;RPT;Les politiques de lutte contre les consommations nocives d'alcool;"Accroître la probabilité des contrôles et des sanctions immédiates : en
ayant recours à un seul appareil portatif homologué de mesure de
l'alcoolémie contraventionnelle et délictuelle ; en augmentant le
montant des amendes forfaitaires pour conduite en état
d'alcoolisation jusqu'à la classe 5 ; en appliquant le régime de
sanctions contraventionnelles immédiates jusqu'à une alcoolémie de
1,2 g par litre de sang."; ;Garde des Sceaux; 
04/02/2016;RPT;Relations aux usagers et modernisation de l'Etat : Vers une généralisation des services publics numériques.;"Systématiser les enquêtes de satisfaction relatives aux différents services publics
numériques, et les rendre a minima annuelles.";Premier Ministre; ; 
04/02/2016;RPT;Relations aux usagers et modernisation de l'Etat : Vers une généralisation des services publics numériques.;"Renforcer les actions de l?administrateur général des données par la constitution d?un
réseau de responsables de la donnée au sein des ministères.";Premier Ministre; ; 
04/02/2016;RPT;Relations aux usagers et modernisation de l'Etat : Vers une généralisation des services publics numériques.;"Identifier, au sein des crédits relevant de la compétence des secrétaires généraux un
budget destiné à venir en appui aux projets de services publics numériques transverses au
sein d?un ministère.";Premier Ministre; ; 
04/02/2016;RPT;Relations aux usagers et modernisation de l'Etat : Vers une généralisation des services publics numériques.;"Annexer au projet de loi de finances un document de politique transversale sur la
transformation numérique de l?État.";Premier Ministre; ; 
04/02/2016;RPT;Relations aux usagers et modernisation de l'Etat : Vers une généralisation des services publics numériques.;"Mieux identifier la part des budgets informatiques consacrée aux services numériques de
relation avec les usagers et la prioriser à la hauteur des ambitions affichées.";Premier Ministre; ; 
04/02/2016;RPT;Relations aux usagers et modernisation de l'Etat : Vers une généralisation des services publics numériques.;"Intégrer au sein du corps interministériel des ingénieurs des systèmes d'information et de
communication, toutes les équipes d?informaticiens de l?État en commençant par ceux qui n?atteignent pas dans leurs corps d?origine la taille critique de gestion.";Premier Ministre; ; 
04/02/2016;RPT;Relations aux usagers et modernisation de l'Etat : Vers une généralisation des services publics numériques.;Réétudier l?opportunité de développer une carte nationale d?identité électronique.;Premier Ministre; ; 
04/02/2016;RPT;Relations aux usagers et modernisation de l'Etat : Vers une généralisation des services publics numériques.;"Poser le principe de la donnée de référence, selon lequel une seule administration est
responsable de la collecte d?une donnée, de son stockage à titre principal, de sa
maintenance, de sa mise à jour et de sa mise à disposition des autres administrations.";Premier Ministre; ; 
04/02/2016;RPT;Relations aux usagers et modernisation de l'Etat : Vers une généralisation des services publics numériques.;"Réaliser le répertoire des bases de données des administrations couvertes par un secret
protégé par la loi, objectiver les contraintes juridiques pouvant en restreindre la diffusion
aux administrations et définir un mode opératoire de leur usage à destination de ces
administrations.";Premier Ministre; ; 
04/02/2016;RPT;Relations aux usagers et modernisation de l'Etat : Vers une généralisation des services publics numériques.;Faire à terme du futur portail service-public.fr le mode d?accès unique aux démarches administratives et à leurs informations.;Premier Ministre; ; 
04/02/2016;RPT;Relations aux usagers et modernisation de l'Etat : Vers une généralisation des services publics numériques.;"Développer, après une étude préalable d?opportunité, des solutions techniques
interministérielles de prise de rendez-vous, de suivi des dossiers, de signature
électronique, de boîte aux lettres numérique et de télépaiement.";Premier Ministre; ; 
04/02/2016;RPT;Relations aux usagers et modernisation de l'Etat : Vers une généralisation des services publics numériques.;"Formaliser au niveau interministériel et décliner aux niveaux ministériels un plan de
communication et de formation autour des services publics numériques à destination des
usagers, des relais d?opinion et de la presse, en s?appuyant sur les réseaux locaux
existants.";Premier Ministre; ; 
04/02/2016;RPT;Relations aux usagers et modernisation de l'Etat : Vers une généralisation des services publics numériques.;"Multiplier les points d?accès aux services publics numériques (bureaux de poste,
bibliothèques, etc.) en accès libre, équipés notamment d?imprimantes, avec un personnel
d?accompagnement et le cas échéant des volontaires du service civique formés.";Premier Ministre; ; 
04/02/2016;RPT;Relations aux usagers et modernisation de l'Etat : Vers une généralisation des services publics numériques.;"Traiter et stocker les données des usagers des services publics dans des serveurs
informatiques sécurisés conformes aux normes de l?ANSSI et localisés sur le territoire
national.";Premier Ministre; ; 
04/02/2016;RPT;Relations aux usagers et modernisation de l'Etat : Vers une généralisation des services publics numériques.;"Rendre obligatoire dans chaque ministère la désignation auprès du secrétaire général d?un
correspondant informatique et libertés et la labellisation CNIL gouvernance pour tous les
sites publics.";Premier Ministre; ; 
04/02/2016;RPT;Relations aux usagers et modernisation de l'Etat : Vers une généralisation des services publics numériques.;"Orientation : 
Faire progressivement du numérique le mode d?accès de droit commun aux démarches administratives ; établir à cette fin une feuille de route interministérielle clarifiant le rythme et les étapes de ce processus, en fonction du degré de maturité des services publics numériques
et définissant les mesures d?accompagnement des usagers nécessaires à son déploiement
serein. Cette feuille de route ferait l?objet d?une présentation régulière au Parlement afin d?en établir le bilan et de débattre des textes nécessaires à sa mise en ?uvre.";Premier Ministre; ; 
20/07/2016;RPT;Simplifier la collecte des prélèvements versés par les entreprises;Fixer des objectifs pluriannuels de réduction de la complexité et des coûts de gestion induits pour les entreprises par la collecte des prélèvements fiscaux et sociaux.;Ministère chargé de la Santé et des affaires sociales;Ministère chargé de l'Économie et des Finances; 
20/07/2016;RPT;Simplifier la collecte des prélèvements versés par les entreprises;Publier dans les projets de lois de finances et de financement de la sécurité sociale des indicateurs synthétiques de complexité, pour les entreprises et pour l'administration, au titre des principaux prélèvements en vigueur et des mesures proposées.;Ministère chargé de la Santé et des affaires sociales;Ministère chargé de l'Économie et des Finances; 
20/07/2016;RPT;Simplifier la collecte des prélèvements versés par les entreprises;À la suite de la généralisation de la déclaration sociale nominative (DSN), franchir une nouvelle étape de simplification en intégrant à cette déclaration de nouvelles déclarations de données issues de la paie et en poursuivant la réduction du nombre de données à déclarer par les entreprises.;Ministère chargé de la Santé et des affaires sociales;Ministère chargé de l'Économie et des Finances;Groupement d'intérêt public sur la modernisation des déclarations sociales
20/07/2016;RPT;Simplifier la collecte des prélèvements versés par les entreprises;"Promouvoir  le  titre  emploi  service  entreprise  (TESE)  et  le  titre emploi simplifié agricole (TESA) auprès des entreprises de moins de
20 salariés, afin notamment de contribuer à leur migration vers la
déclaration sociale nominative, et étendre les possibilités d'utilisation
de ces dispositifs pour les emplois occasionnels."; ;Agence Centrale des Organismes de Sécurité Sociale;Caisse centrale de la mutualité sociale agricole
20/07/2016;RPT;Simplifier la collecte des prélèvements versés par les entreprises;Fixer dans les prochaines conventions d'objectifs et de gestion de l'ACOSS  et  de  la  CNRSI  un  objectif  de  personnalisation  des échanges avec les employeurs de salariés, les travailleurs dépendants et les tiers déclarants, quel qu'en soit le canal.; ;Agence Centrale des Organismes de Sécurité Sociale;Régime social des indépendants
20/07/2016;RPT;Simplifier la collecte des prélèvements versés par les entreprises;Corriger  les  distorsions  qui  affectent  la  construction  des  taux d'intervention de la DGFiP et du réseau des URSSAF.;Ministère chargé de l'Économie et des Finances;Agence Centrale des Organismes de Sécurité Sociale; 
20/07/2016;RPT;Simplifier la collecte des prélèvements versés par les entreprises;Mettre  en  place  des  mesures  homogènes  des  coûts  complets  de collecte par catégorie de cotisants, incluant les organismes nationaux et les centres informatiques, pour les trois principaux régimes de sécurité sociale (réseau des URSSAF, RSI et MSA).;Ministère chargé de la Santé et des affaires sociales;Agence Centrale des Organismes de Sécurité Sociale;RSI-CCMSA
20/07/2016;RPT;Simplifier la collecte des prélèvements versés par les entreprises;Renforcer  les  effectifs  affectés  au  contrôle  d'assiette  et  à  la  lutte contre le travail illégal à la DGFiP et dans les URSSAF, en leur affectant une partie des emplois rendus disponibles par la dématérialisation et par une rationalisation accrue des organisations internes.;Ministère chargé de la Santé et des affaires sociales;Ministère chargé de l'Économie et des Finances;Agence Centrale des Organismes de Sécurité Sociale
20/07/2016;RPT;Simplifier la collecte des prélèvements versés par les entreprises;Amplifier  le  mouvement  de  concentration  et  de  modulation  des missions  des  services  des  impôts  des  entreprises  (SIE),  tout  en veillant à préserver la fonction d'accompagnement des entreprises remplie par ces derniers.;Ministère chargé de l'Économie et des Finances; ; 
20/07/2016;RPT;Simplifier la collecte des prélèvements versés par les entreprises;Généraliser progressivement  à  l'ensemble  des  entreprises  la centralisation obligatoire à une seule URSSAF des prélèvements sociaux relatifs à l'ensemble de leurs établissements.;Ministère chargé de la Santé et des affaires sociales;Agence Centrale des Organismes de Sécurité Sociale; 
20/07/2016;RPT;Simplifier la collecte des prélèvements versés par les entreprises;Approfondir  la  régionalisation  des URSSAF (redéploiements  entre sites de la gestion des comptes cotisants des employeurs du secteur privé) et les mutualisations entre unions (gestion de certaines catégories de cotisants, exploitation informatique).;Ministère chargé de la Santé et des affaires sociales;Agence Centrale des Organismes de Sécurité Sociale; 
20/07/2016;RPT;Simplifier la collecte des prélèvements versés par les entreprises;Confier  aux  URSSAF  l'ensemble  des  tâches  de  collecte  des prélèvements sociaux des artisans et des commerçants, les caisses du RSI se recentrant sur la gestion des prestations et celle du fonds d'action sociale qui prend en charge une partie des créances sur les cotisants.;Ministère chargé de la Santé et des affaires sociales;Agence Centrale des Organismes de Sécurité Sociale;Régime social des indépendants
20/07/2016;RPT;Simplifier la collecte des prélèvements versés par les entreprises;Selon un calendrier tenant compte des évolutions organisationnelles et informatiques nécessaires, confier aux URSSAF la collecte des cotisations de retraites complémentaires des salariés, l'individualisation des cotisations par salarié leur étant également déléguée ou restant confiée aux GPS.;Ministère chargé de la Santé et des affaires sociales;Agence Centrale des Organismes de Sécurité Sociale;AGIRC-ARRCO
20/07/2016;RPT;Simplifier la collecte des prélèvements versés par les entreprises;Confier sans délai aux URSSAF la collecte de la contribution exceptionnelle de solidarité.;Ministère chargé de la Santé et des affaires sociales;Ministère chargé de l'Économie et des Finances;Agence Centrale des Organismes de Sécurité Sociale
20/07/2016;RPT;Simplifier la collecte des prélèvements versés par les entreprises;Au terme de la réforme d'Action logement, prévoir la délégation aux URSSAF de la collecte de la participation légale des employeurs à l'effort de construction.;Ministère chargé de la Santé et des affaires sociales;Ministère chargé de l'Écologie et du développement durable;Agence Centrale des Organismes de Sécurité Sociale
20/07/2016;RPT;Simplifier la collecte des prélèvements versés par les entreprises;Sous réserve d'une expertise complémentaire de la faisabilité des évolutions organisationnelles et informatiques nécessaires, déléguer par la suite aux URSSAF la collecte des participations légale et conventionnelles au développement de la formation professionnelle continue.;Ministère chargé de la Santé et des affaires sociales;Ministère chargé du travail et de l'emploi;Agence Centrale des Organismes de Sécurité Sociale
20/07/2016;RPT;Simplifier la collecte des prélèvements versés par les entreprises;Exploiter les données individuelles de la DSN afin de fiabiliser la collecte des prélèvements sociaux et l'attribution des prestations et des aides sociales.;Ministère chargé de la Santé et des affaires sociales;Caisses nationales;Groupement d'intérêt public sur la modernisation des déclarations sociales
20/07/2016;RPT;Simplifier la collecte des prélèvements versés par les entreprises;Développer les actions communes à la DGFiP et aux organismes sociaux (URSSAF, RSI et CNAVPL) visant à fiabiliser leurs populations respectives de redevables et les assiettes fiscale et sociale déclarées.;Ministère chargé de la Santé et des affaires sociales;Ministère chargé de l'Économie et des Finances;Caisses nationales
20/07/2016;RPT;Simplifier la collecte des prélèvements versés par les entreprises;Sous   réserve   de   la   fiabilisation   préalable   des   populations   de travailleurs indépendants et d'une transmission rapide des données par la DGFiP, supprimer la déclaration sociale individuelle à leur charge en intégrant les informations nécessaires à leurs déclarations fiscales.;Ministère chargé de la Santé et des affaires sociales;Ministère chargé de l'Économie et des Finances;Caisses nationales
20/07/2016;RPT;Simplifier la collecte des prélèvements versés par les entreprises;Harmoniser les procédures de recouvrement forcé au sein et entre les administrations fiscales et sociales de collecte, mutualiser certaines procédures de recouvrement forcé (prises de garantie, saisies ventes) et prévenir les remboursements aux débiteurs d'autres administrations de collecte.;Ministère chargé de la Santé et des affaires sociales;Agence Centrale des Organismes de Sécurité Sociale;Ministère chargé de l'Économie et des Finances
20/07/2016;RPT;Simplifier la collecte des prélèvements versés par les entreprises;Renforcer les signalements spontanés entre la DGFiP et les organismes sociaux  en matière de contrôle d'assiette et de lutte contre le travail illégal.;Ministère chargé de la Santé et des affaires sociales;Ministère chargé de l'Économie et des Finances;Agence Centrale des Organismes de Sécurité Sociale
07/12/2016;Rapport des comptes et de la gestion;Institut national de la consommation: Exercices 2010 à 2015;Fixer à l'établissement des objectifs clairs, partagés et évalués, en redonnant une portée stratégique à l'exercice de la tutelle et au conseil d'administration;Ministère chargé de l'Économie et des Finances; ; 
07/12/2016;Rapport des comptes et de la gestion;Institut national de la consommation: Exercices 2010 à 2015;Développer les partenariats, en recourant notamment à des doctorants.;Institut national de la consommation; ; 
14/09/2016;Rapport des comptes et de la gestion;L'opéra national de Paris - Exercices 2005 à 2014;Réduire la durée du mandat du directeur délégué;Ministère chargé de la Culture et de la Communication; ; 
14/09/2016;Rapport des comptes et de la gestion;L'opéra national de Paris - Exercices 2005 à 2014;"Reprendre l'examen des solutions juridiques et
statutaires permettant de limiter le coût du départ des proches collaborateurs des directeurs d'établissements culturels lorsque ces derniers quittent leurs fonctions";Ministère chargé de la Culture et de la Communication;Opéra national de Paris; 
14/09/2016;Rapport des comptes et de la gestion;L'opéra national de Paris - Exercices 2005 à 2014;Accroître l'offre de spectacles en s'employant, pendant la durée du prochain contrat d objectifs et de performance, à faire évoluer l'organisation et les temps de travail, dans le respect des objectifs financiers de l'établissement;Opéra national de Paris; ; 
14/09/2016;Rapport des comptes et de la gestion;L'opéra national de Paris - Exercices 2005 à 2014;Mieux amortir le coût des nouvelles productions par une programmation plus judicieuse et plus attractive des reprises de spectacles;Opéra national de Paris; ; 
14/09/2016;Rapport des comptes et de la gestion;L'opéra national de Paris - Exercices 2005 à 2014;"Justifier la cohérence des décisions de déclassement, au regard notamment de l'objectif de la direction de reconstituer un grand répertoire lyrique, et améliorer l'information du conseil d'administration sur les productions
à déclasser, en présentant notamment des données financières sur les coûts complets de leur conception et leur réalisation (frais de production, décors,accessoires et costumes, incluant la rémunération des salariés de l'établissement y ayant concouru)";Opéra national de Paris; ; 
14/09/2016;Rapport des comptes et de la gestion;L'opéra national de Paris - Exercices 2005 à 2014;"Généraliser à l'ensemble des catégories d'agents
soumises à une durée annuelle de travail différente du droit commun un bilan annuel individuel rapprochant les jours ou services dus et réalisés ; planifier l'activité des artistes au plus près du nombre de services prévus par la convention collective et les accords postérieurs ; réduire l'écart important constaté dans plusieurs services fonctionnant sur la base d'une modulation des temps de travail entre les jours dus et réalisés par les agents";Opéra national de Paris; ; 
14/09/2016;Rapport des comptes et de la gestion;L'opéra national de Paris - Exercices 2005 à 2014;"Mettre fin au régime particulier des cadres soumis
à 175 jours de travail par an dans les services où l'amplitude horaire et les contraintes opérationnelles ne le justifient plus";Opéra national de Paris; ; 
14/09/2016;Rapport des comptes et de la gestion;L'opéra national de Paris - Exercices 2005 à 2014;"Répertorier dans un document unique l'ensemble des
textes régissant le régime indemnitaire des agents de l'OnP afin de solidifier les bases juridiques des primes et indemnités et de rendre possible la mise en place d'un contrôle interne de la paie";Opéra national de Paris; ; 
14/09/2016;Rapport des comptes et de la gestion;L'opéra national de Paris - Exercices 2005 à 2014;"Engager une démarche de modernisation de la
classification des personnels artistiques et rechercher, à cette occasion, une simplification de leur régime indemnitaire, sans surcoût pour l'établissement ; poursuivre le même objectif de simplification pour les autres catégories d'agents";Opéra national de Paris; ; 
14/09/2016;Rapport des comptes et de la gestion;L'opéra national de Paris - Exercices 2005 à 2014;Prendre les mesures permettant de mieux analyser les causes de l'absentéisme et en abaisser le niveau;Opéra national de Paris; ; 
14/09/2016;Rapport des comptes et de la gestion;L'opéra national de Paris - Exercices 2005 à 2014;"Poursuivre l'effort de maîtrise de la masse salariale dans le strict respect des objectifs fixés par le contrat d'objectifs et de performance
2016-2018 ";Opéra national de Paris; ; 
14/09/2016;Rapport des comptes et de la gestion;L'opéra national de Paris - Exercices 2005 à 2014;"Procéder de manière plus régulière aux vérifications de pièces et de documents comptables et financiers de l'Association pour le
rayonnement de l'Opéra de Paris (AROP), comme le permet la convention-cadre entre cette association et l'OnP ; formaliser le résultat de ces vérifications et des suites qui en ont été données";Opéra national de Paris; ; 
14/09/2016;Rapport des comptes et de la gestion;L'opéra national de Paris - Exercices 2005 à 2014;"Réduire les dépenses de frais de réunion et de réception (compte 625 700) et de déplacement en taxi qui ont fortement augmenté à partir de
2013 ; vérifier et joindre systématiquement aux pièces comptables le relevé détaillé des courses de taxi par bénéficiaire ; veiller à ne pas inclure dans les contrats de travail des cadres dirigeants de clause prévoyant la mise à disposition d?un véhicule de fonction ou d'un chauffeur";Opéra national de Paris; ; 
14/09/2016;Rapport des comptes et de la gestion;L'opéra national de Paris - Exercices 2005 à 2014;"Mettre en place un dispositif d'inventaire physique des biens immobilisés, en formaliser les résultats et procéder aux rapprochements avec
les quantités inscrites en comptabilité ";Opéra national de Paris; ; 
14/09/2016;Rapport des comptes et de la gestion;L'opéra national de Paris - Exercices 2005 à 2014;"Établir une cartographie des achats de l'établissement et faire évoluer le bureau « marchés » actuel, à dominante juridique, vers un service acheteur doté des compétences en la matière ; mettre en place les dispositions et
l'organisation permettant d?assurer le respect des seuils de mise en concurrence en matière d'achats";Opéra national de Paris; ; 
